company_id,name_latest,Assets,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,LiabilitiesAndStockholdersEquity,NetIncomeLoss,PropertyPlantAndEquipmentNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity,sector
6494,Andrea Electronics Corp,5091364.8,2821449.2,674312.0,5091364.8,-614651.0,192232.4,-75793197.8,1846459.75,Unknown
6732,"NAC Global Technologies, Inc.",79960.8,8299.333333333334,0.0,79960.8,-661782.6,1117.5,-3133872.0,-1231783.6,Unknown
6769,Apache Corp,49843800000.0,919400000.0,266600000.0,49843800000.0,,42668800000.0,13957800000.0,20633000000.0,Unknown
6845,"Apogee Enterprises, Inc.",569619800.0,46582800.0,7311250.0,569619800.0,33520000.0,183688600.0,235815000.0,359163400.0,Unknown
6879,Appalachian Power CO,56864020000.0,191480000.0,-23420000.0,56864020000.0,1561666666.6666667,41396240000.0,6939260000.0,16139540000.0,Unknown
6885,Stage Stores Inc,802764600.0,16994400.0,-14572400.0,802764600.0,24082200.0,294223800.0,79864600.0,447540600.0,Unknown
6951,Applied Materials Inc /DE,13297600000.0,3372400000.0,587800000.0,13297600000.0,948000000.0,875800000.0,13051000000.0,7720800000.0,Unknown
6955,Actuant Corp,1935385600.0,98849800.0,25724800.0,1935385600.0,82468400.0,151517600.0,1228843800.0,,Unknown
7032,Aramark Corp,10492937000.0,175006000.0,-12120000.0,10492937000.0,119160000.0,1002634500.0,103802500.0,1491908500.0,Unknown
7039,Trecora Resources,173323420.6,10183797.4,2202608.8,173323420.6,14699062.8,58003074.2,54180340.8,103018837.8,Unknown
7084,Archer Daniels Midland CO,42336400000.0,1407200000.0,-111800000.0,42336400000.0,1739600000.0,9852400000.0,14282600000.0,,Unknown
7286,Arizona Public Service CO,13868221800.0,23280600.0,-14140000.0,13868221800.0,,9826885800.0,1792545200.0,4188107200.0,Unknown
7323,Entergy Arkansas Inc,43697236400.0,947824000.0,11297800.0,43697236400.0,733834600.0,229928000.0,9708034800.0,9411068200.0,Unknown
7332,Southwestern Energy CO,9403287500.0,36287000.0,9220750.0,9403287500.0,284901666.6666667,8372769750.0,2708754250.0,4662000000.0,Unknown
7431,Armstrong World Industries Inc,2812740000.0,276460000.0,-14200000.0,2812740000.0,99160000.0,1034760000.0,206720000.0,788080000.0,Unknown
7536,Arrow Electronics Inc,11628087000.0,374123600.0,-130646200.0,11628087000.0,500066600.0,624947200.0,3716437800.0,4025735800.0,Unknown
7623,Arts WAY Manufacturing CO Inc,30805864.8,566505.8,-198179.0,30805864.8,1168552.6,10184864.8,14948327.2,17573486.0,Unknown
7789,Associated Banc-Corp,24835133400.0,692493000.0,-78895400.0,24835133400.0,177234800.0,258175600.0,1382829800.0,2886196000.0,Unknown
7951,Robertson Global Health Solutions Corp,186415.5,48174.5,-17606.0,186415.5,-2003541.5,7817.0,,-3396699.5,Unknown
8063,Astronics Corp,410063600.0,22538400.0,-829600.0,410063600.0,38775000.0,81323400.0,155008400.0,185581600.0,Unknown
8146,"Astronova, Inc.",75446427.2,13808924.2,464497.2,75446427.2,5259538.2,8947346.0,36631873.4,63399573.2,Unknown
8177,Atlantic American Corp,314658800.0,21067000.0,-2540600.0,314658800.0,5513200.0,,16169400.0,101925400.0,Unknown
8192,Atlantic City Electric CO,15505400000.0,39200000.0,800000.0,15505400000.0,179800000.0,9716000000.0,791600000.0,4366400000.0,Unknown
8328,"Applied Minerals, Inc.",12457702.75,6136613.0,-2091851.25,12457702.75,-10729344.75,5574982.0,,-11628207.5,Unknown
8411,Atwood Oceanics Inc,3370911750.0,135430750.0,-25110750.0,3370911750.0,308722750.0,2889103250.0,1852063250.0,2088776000.0,Unknown
8497,Assuranceamerica Corp,108041836.0,7733287.0,-550164.0,108041836.0,-11561159.0,1904368.0,-16343713.0,4966949.0,Unknown
8504,"Enerjex Resources, Inc.",47238917.4,1738467.3333333333,27972.6,47238917.4,-9466783.8,303370.0,-30059864.6,22947614.0,Unknown
8670,Automatic Data Processing Inc,34359016666.666668,1908433333.3333333,257966666.66666663,34359016666.666668,1418233333.3333333,714383333.3333334,13059833333.333334,5712433333.333333,Unknown
8818,Avery Dennison Corp,4713650000.0,213050000.0,6750000.0,4713650000.0,253500000.0,1000583333.3333334,1978833333.3333333,1401583333.3333333,Materials
8855,American Locker Group Inc,9662579.333333334,406091.0,-123554.66666666669,9662579.333333334,-1132957.6666666667,3403099.0,3650917.0,2555333.0,Unknown
8858,Avnet Inc,10787564200.0,981841800.0,71228800.0,10787564200.0,520898666.6666667,534054400.0,3164220200.0,4492271400.0,Unknown
8868,Avon Products Inc,6197220000.0,1042000000.0,-99040000.0,6197220000.0,-224560000.0,1302580000.0,3886320000.0,623420000.0,Unknown
8947,AZZ Inc,834903482.8,57836590.0,-19639860.8,834903482.8,60504410.0,182171630.4,344150487.8,379744900.2,Unknown
9092,Badger Meter Inc,304411800.0,,1014800.0,304411800.0,25485200.0,77145600.0,177138400.0,198739400.0,Unknown
9235,BKF Capital Group Inc,8582750.0,5959750.0,-1673000.0,8582750.0,-1094000.0,,-66284333.333333336,8542500.0,Unknown
9263,Michael Baker Corp,376641500.0,56708500.0,-38000.0,376641500.0,10068500.0,19094500.0,149346000.0,222256000.0,Unknown
9326,Balchem Corp,540725600.0,120669400.0,1508400.0,540725600.0,47238400.0,88405200.0,257341000.0,338396400.0,Unknown
9346,Baldwin & Lyons Inc,1038121200.0,71748400.0,7063000.0,1038121200.0,18666400.0,30307200.0,275854200.0,368298200.0,Unknown
9389,Ball Corp,7991900000.0,234260000.0,14400000.0,7991900000.0,444000000.0,2408580000.0,3925460000.0,1163600000.0,Unknown
9466,Baltimore GAS & Electric CO,72017720000.0,2487900000.0,1371500000.0,72017720000.0,1171000000.0,42589060000.0,9593400000.0,23141000000.0,Unknown
9892,Bard C R Inc /NJ/,4631800000.0,894040000.0,61820000.0,4631800000.0,395560000.0,404940000.0,147460000.0,1455300000.0,Unknown
9984,Barnes Group Inc,1913677000.0,69936400.0,14095200.0,1913677000.0,134048200.0,270946000.0,823712400.0,980695600.0,Unknown
10048,Barnwell Industries Inc,63539800.0,10216400.0,,63539800.0,1263000.0,35273400.0,21505800.0,25390800.0,Unknown
10254,Earthstone Energy Inc,164567800.0,27068000.0,-707800.0,164567800.0,-27298200.0,2021500.0,-40868600.0,115888200.0,Unknown
10329,Bassett Furniture Industries Inc,239898400.0,38168200.0,5039400.0,239898400.0,23376600.0,68351400.0,106483800.0,160264400.0,Unknown
10456,Baxter International Inc,22444800000.0,2809200000.0,-94400000.0,22444800000.0,2005400000.0,6507800000.0,11015800000.0,7790400000.0,Health Care
10795,Becton Dickinson & CO,14641467400.0,1604289400.0,41835200.0,14641467400.0,940000000.0,3531225000.0,11165992400.0,5244812800.0,Unknown
11199,Bemis CO Inc,3944248800.0,94379200.0,49392000.0,3944248800.0,200176200.0,1285137800.0,2008338600.0,1582103000.0,Unknown
11544,Berkley W R Corp,20528616200.0,819044400.0,24135800.0,20528616200.0,511579600.0,309854400.0,5307906800.0,4368173800.0,Unknown
12040,Flanigans Enterprises Inc,48451800.0,7181800.0,387000.0,48451800.0,2213000.0,33183600.0,20776000.0,21368600.0,Unknown
12208,BIO RAD Laboratories Inc,3395033200.0,447994000.0,-89800400.0,3395033200.0,124345800.0,412464000.0,1598546400.0,2123410400.0,Unknown
12239,Spherix Inc,31023211.4,2696317.4,-1192278.25,31023211.4,-25954756.0,31122.75,-68963020.6,23241429.8,Unknown
12400,Black Hills Power Inc,960681600.0,4611000.0,1102800.0,960681600.0,,777248500.0,291329800.0,352914200.0,Unknown
12659,H&R Block Inc,4410338500.0,1743176666.6666667,-151207333.33333334,4410338500.0,404846166.6666667,289674666.6666667,1663605166.6666667,1241935666.6666667,Unknown
12779,Blue Ridge Real Estate CO,48306746.0,1956884.0,1519600.5,48306746.0,-939050.0,20153632.0,,28157662.0,Unknown
12927,Boeing CO,91030200000.0,10502600000.0,1188600000.0,91030200000.0,4625000000.0,10456000000.0,33092200000.0,7851400000.0,Unknown
12978,Officemax Inc,3926795000.0,461083500.0,16365000.0,3926795000.0,225842000.0,358581000.0,-296108000.0,801683000.0,Unknown
13033,Comjoyful International CO,608992.5,14164.5,2331.0,608992.5,-1594157.0,100480.0,-20578227.5,-2422746.5,Unknown
13156,"Galaxy Gaming, Inc.",20273858.0,491933.25,,20273858.0,277156.0,44175.5,-1085109.75,1549254.5,Unknown
13239,Hexion Inc.,2870600000.0,330200000.0,12000000.0,2870600000.0,-75800000.0,1105800000.0,-2214400000.0,-1998200000.0,Unknown
13372,Nstar Electric CO,24649599000.0,9373000.0,3559400.0,24649599000.0,658465800.0,,2082769000.0,8281871200.0,Unknown
13573,Bowl America Inc,35629853.25,1847570.75,-395869.75,35629853.25,1897671.5,21500649.0,19289249.5,30167441.25,Unknown
14177,Bridgford Foods Corp,63351600.0,6685400.0,-1968800.0,63351600.0,3444400.0,10135400.0,28842400.0,27866400.0,Unknown
14195,Briggs & Stratton Corp,1491112500.0,164394500.0,-22812250.0,1491112500.0,17345750.0,300072250.0,1065683750.0,636648000.0,Unknown
14272,Bristol Myers Squibb CO,34591200000.0,3794800000.0,-529600000.0,34591200000.0,2360200000.0,4652400000.0,32581600000.0,14770200000.0,Unknown
14693,Brown Forman Corp,3882333333.3333335,363166666.6666667,5166666.666666667,3882333333.3333335,681000000.0,497166666.6666667,3083333333.333333,1876000000.0,Unknown
14707,Caleres Inc,1213654600.0,76801000.0,-1679400.0,1213654600.0,50896400.0,149974600.0,356798200.0,491378200.0,Unknown
14846,BRT Realty Trust,539391600.0,44254400.0,-7915200.0,539391600.0,,,-74722400.0,130819600.0,Unknown
14930,Brunswick Corp,2824180000.0,437800000.0,21180000.0,2824180000.0,275640000.0,550040000.0,1070380000.0,719960000.0,Unknown
15357,Chase General Corp,1142361.0,73288.0,16358.0,1142361.0,41577.0,368562.25,-79365.5,818774.0,Unknown
15511,Bnsf Railway CO,76610000000.0,560666666.6666666,71666666.66666667,76610000000.0,4527666666.666667,55863000000.0,18215666666.666668,,Unknown
15615,Mastec Inc,2782578800.0,19726400.0,-58489333.333333336,2782578800.0,78238000.0,457371000.0,294547000.0,953529400.0,Unknown
15847,Butler National Corp,42079000.0,,,42079000.0,1218400.0,11929400.0,8134400.0,21231800.0,Unknown
16040,Cabot Corp,3786400000.0,129000000.0,-62000000.0,3786400000.0,128400000.0,1431400000.0,1620000000.0,1685400000.0,Unknown
16058,Caci International Inc /DE/,2969644500.0,65633500.0,-34243500.0,2969644500.0,144611833.33333334,68208333.33333333,1312688833.3333333,1362219200.0,Unknown
16099,Lubys Inc,256903333.3333333,1837333.3333333333,-18666.666666666668,256903333.3333333,444333.3333333333,195668000.0,142670000.0,174114000.0,Unknown
16160,Cal-Maine Foods Inc,864804400.0,34869200.0,-5726600.0,864804400.0,145332000.0,310924400.0,621631600.0,641905800.0,Unknown
16614,Camco Financial Corp,765638500.0,48376500.0,14632500.0,765638500.0,2188500.0,8375000.0,2431500.0,52666000.0,Unknown
16732,Campbell Soup CO,7583400000.0,327400000.0,-200000.0,7583400000.0,709200000.0,2231000000.0,5046600000.0,1239600000.0,Unknown
16918,"Constellation Brands, Inc.",11387866666.666666,113933333.33333331,6600000.0,11387866666.666666,871600000.0,1955616666.6666667,3678483333.3333335,4233300000.0,Unknown
17313,Capital Southwest Corp,650330500.0,73331000.0,18134000.0,659777000.0,,,,667672000.0,Unknown
17485,"Liberator Medical Holdings, Inc.",39038419.8,7235484.333333333,-1003624.3333333334,39038419.8,3575415.6,1026008.8,-4936170.6,23476766.2,Unknown
17797,"Duke Energy Progress, Llc.",101111800000.0,1209600000.0,-326800000.0,101111800000.0,1941400000.0,70950750000.0,2316000000.0,40698750000.0,Unknown
17843,Carpenter Technology Corp,2710050000.0,205500000.0,227100000.0,2710050000.0,90183333.33333331,1151883333.3333333,1216983333.3333333,1120680000.0,Unknown
18061,Cascade Corp,394559000.0,24928000.0,-109000.0,394559000.0,63046000.0,71439000.0,251280000.0,310727000.0,Unknown
18169,Dole Food CO Inc,4249921000.0,106963500.0,-39284000.0,4249921000.0,-53052000.0,799809500.0,37210500.0,739319500.0,Unknown
18172,Castle A M & CO,675316000.0,20502800.0,-5123200.0,675316000.0,-77987200.0,76540600.0,43754000.0,231364200.0,Unknown
18230,Caterpillar Inc,83775200000.0,,850750000.0,83775200000.0,,16119600000.0,30945200000.0,,Unknown
18255,Cato Corp,595046500.0,67874750.0,8041000.0,595046500.0,60833500.0,137210000.0,297445500.0,382301500.0,Unknown
18349,Synovus Financial Corp,27193669000.0,489452800.0,-4385800.0,27193669000.0,309656000.0,467146000.0,-253251000.0,3077466800.0,Unknown
18396,CDI Corp,381705000.0,33806200.0,-2362800.0,381705000.0,2582400.0,21398200.0,249490200.0,264949400.0,Unknown
18498,Genesco Inc,1486119666.6666667,101983333.33333331,26615333.33333333,1486119666.6666667,100943333.33333331,290249666.6666667,748235000.0,920184666.6666666,Unknown
18647,Central Hudson GAS & Electric Corp,1757530500.0,22894500.0,544000.0,1757530500.0,42110500.0,,245247000.0,502248000.0,Unknown
18654,Ameren Illinois CO,22567600000.0,158200000.0,-50600000.0,22567600000.0,210000000.0,17330200000.0,1343200000.0,6947600000.0,Unknown
18672,Cleco Power LLC,4223048000.0,53184200.0,-24576400.0,4223048000.0,,3068704200.0,1133681600.0,,Unknown
18808,Central Vermont Public Service Corp,776265000.0,1734000.0,-942000.0,776265000.0,5704000.0,387068000.0,127123000.0,268154000.0,Unknown
18886,Wolverine Holding Corp.,,,,,-19606.0,,-11324235.0,-82461.0,Unknown
18926,"Centurylink, Inc",51939400000.0,152200000.0,-21000000.0,51939400000.0,552200000.0,18723200000.0,817800000.0,17278000000.0,Unknown
18937,Ceradyne Inc,948131000.0,50275000.0,-3161000.0,948131000.0,83888000.0,243376000.0,583420000.0,708698000.0,Unknown
19002,"Cybrdi, Inc.",10605257.333333334,647068.0,-144415.0,10605257.333333334,-559309.0,1214985.6666666667,-2983631.6666666665,3414848.333333333,Unknown
19149,Champion Industries Inc,24821847.0,929296.3333333334,-434629.3333333333,24821847.0,1130473.0,7088632.0,-32393223.33333333,3185483.6666666665,Unknown
19353,Charming Shoppes Inc,1020292000.0,143044500.0,-8986500.0,1020292000.0,-27999500.0,242656500.0,237728500.0,415683000.0,Unknown
19411,Magellan Health Inc,1755147000.0,176649600.0,,1755147000.0,55408500.0,154712800.0,1058227400.0,1043766600.0,Unknown
19446,Cantel Medical Corp,510664750.0,31940750.0,-61000.0,510664750.0,40448500.0,51186500.0,225428000.0,342236750.0,Unknown
19584,Chemed Corp,852297800.0,44177800.0,-7038000.0,852297800.0,92420200.0,98109200.0,698585400.0,456094800.0,Unknown
19612,Chemical Financial Corp,6790470600.0,354134400.0,-59475200.0,6790470600.0,59963400.0,84115200.0,203469400.0,735535400.0,Unknown
19617,Jpmorgan Chase & CO,2393089200000.0,,-1415400000.0,2393089200000.0,20877400000.0,14589200000.0,117005800000.0,215691600000.0,Unknown
19745,Chesapeake Utilities Corp,850677800.0,3356600.0,242400.0,850677800.0,33300800.0,641088600.0,126062600.0,286922200.0,Unknown
19871,Chicago Rivet & Machine CO,27603577.0,514581.8,15074.0,27603577.0,1823835.4,9791789.8,26782606.0,24445738.0,Unknown
20171,Chubb Corp,51192000000.0,,,51192000000.0,1917000000.0,264750000.0,21151750000.0,15948500000.0,Unknown
20212,Churchill Downs Inc,1610467600.0,50334800.0,10291750.0,1610467600.0,57817000.0,554844600.0,404771200.0,650062400.0,Unknown
20232,Chyronhego Corp,33857666.666666664,3988333.3333333335,-99666.66666666669,33857666.666666664,-11462000.0,2370666.6666666665,-75583333.33333333,13769666.666666666,Unknown
20286,Cincinnati Financial Corp,17503800000.0,498600000.0,31800000.0,17503800000.0,452600000.0,206600000.0,4288200000.0,5915600000.0,Financials
20290,"Duke Energy Ohio, Inc.",106605200000.0,1585600000.0,-162600000.0,106605200000.0,2167600000.0,65292800000.0,2140200000.0,37113400000.0,Unknown
20520,Frontier Communications Corp,19577582600.0,830159800.0,136974200.0,19577582600.0,132994500.0,7873445800.0,77557600.0,4377978200.0,Unknown
20629,CSS Industries Inc,297735600.0,55559800.0,-5730000.0,297735600.0,16771200.0,27429400.0,347070200.0,258228400.0,Unknown
20639,Ambase Corp,72270400.0,5412800.0,393800.0,72270400.0,29569600.0,,-488778200.0,56110600.0,Unknown
20740,Clarcor Inc.,1499300600.0,189730000.0,-3098600.0,1499300600.0,128770600.0,235684200.0,989446800.0,996209600.0,Unknown
20947,Cleveland Electric Illuminating CO,47326000000.0,202000000.0,-817000000.0,47326000000.0,885000000.0,30337000000.0,3047000000.0,13280000000.0,Unknown
21076,Clorox CO /DE/,4294833333.3333335,322833333.3333333,52333333.333333336,4294833333.3333335,576000000.0,990333333.3333334,1646500000.0,82333333.33333333,Unknown
21175,CNA Financial Corp,56301600000.0,,62000000.0,56301600000.0,669800000.0,315400000.0,9121800000.0,12214400000.0,Unknown
21239,Coastal Caribbean Oils & Minerals LTD,93205.33333333331,6727.666666666667,-1940.3333333333333,93205.33333333331,-1256663.0,,,-1467029.3333333333,Unknown
21344,Coca Cola CO,87663800000.0,9585200000.0,-241600000.0,87663800000.0,8124800000.0,14317200000.0,60336200000.0,30694400000.0,Unknown
21510,Coherent Inc,953893000.0,100007250.0,-9113500.0,953893000.0,66208000.0,109824500.0,579647500.0,761560250.0,Unknown
21535,Cohu Inc,347213600.0,78798600.0,13889800.0,347213600.0,-4196800.0,31905000.0,150768600.0,262059000.0,Unknown
21665,Colgate Palmolive CO,13082200000.0,956600000.0,96000000.0,13082200000.0,2141600000.0,3893800000.0,17649400000.0,1543000000.0,Unknown
21828,"Ccom Group, Inc.",27113967.5,,,27113967.5,440101.5,993311.0,-8154301.5,4977880.5,Unknown
22252,Comarco Inc,2335800.0,985600.0,-1140200.0,2335800.0,-1653200.0,54000.0,-21084600.0,-3166200.0,Unknown
22356,Commerce Bancshares Inc /MO/,22896046800.0,834065200.0,8408800.0,22896046800.0,262423400.0,355572800.0,462485200.0,2247199800.0,Unknown
22444,Commercial Metals CO,3536000000.0,,17202000.0,3536000000.0,82473400.0,971060800.0,1168630800.0,1268894600.0,Unknown
22551,TRI Valley Corp,18649255.0,584415.0,3267.0,18649255.0,-11680027.0,8393499.0,-72803489.0,4393077.0,Unknown
22606,Commonwealth Edison CO,79153600000.0,2498200000.0,978000000.0,79153600000.0,1833000000.0,46922400000.0,10656800000.0,21389800000.0,Unknown
22701,Communications Systems Inc,104185753.4,16798827.2,-1394964.2,104185753.4,678331.4,15811399.2,50103797.4,87670637.0,Unknown
22767,Texas NEW Mexico Power CO,5583211800.0,20186800.0,6129400.0,5583211800.0,102861400.0,,535444800.0,1646420000.0,Unknown
22872,Comprehensive Care Corp,10720000.0,876000.0,178500.0,10720000.0,-10539000.0,282000.0,-46546000.0,-19712500.0,Unknown
23082,Computer Sciences Corp,11314333333.333334,1783833333.3333333,-267666666.66666663,11314333333.333334,-270666666.6666667,1960000000.0,2417500000.0,3712833333.3333335,Unknown
23111,Computer Task Group Inc,164400200.0,32183600.0,-807200.0,164400200.0,12128400.0,7081400.0,107239400.0,106822200.0,Unknown
23194,Comstock Resources Inc,2163322400.0,30395000.0,26454800.0,2163322400.0,-239344600.0,2056644400.0,216350400.0,724435600.0,Unknown
23197,Comtech Telecommunications Corp /DE/,657366200.0,317758600.0,-91328200.0,657366200.0,33303000.0,20741800.0,404647000.0,452195400.0,Unknown
23217,Conagra Foods Inc /DE/,15592516666.666666,325100000.0,-19783333.33333333,15592516666.666666,238716666.66666663,3233583333.333333,4551366666.666667,4650583333.333333,Unknown
23426,Connecticut Light & Power CO,26420742200.0,,110400.0,26420742200.0,688069600.0,,2165317000.0,8638055600.0,Unknown
23632,Consolidated Edison CO OF NEW York Inc,42204000000.0,671800000.0,122000000.0,42204000000.0,1110000000.0,28500800000.0,,12286500000.0,Unknown
23666,Hillshire Brands CO,4281250000.0,734250000.0,-179750000.0,4281250000.0,649250000.0,1038000000.0,903000000.0,1090000000.0,Unknown
23675,Con-Way Inc.,3214257250.0,446263750.0,2834750.0,3214257250.0,137039000.0,1598419500.0,1011740000.0,983041500.0,Unknown
23795,Consolidated Tomoka Land CO,252617130.2,2436459.4,744612.0,252617130.2,2861448.4,175257797.8,109140246.4,122147311.0,Unknown
24090,Citizens Inc,1276818600.0,55536400.0,6620800.0,1276818600.0,1522600.0,6919000.0,-17151600.0,253095600.0,Unknown
24104,Continental Materials Corp,73386800.0,944000.0,-97000.0,73386800.0,,18931600.0,63293800.0,49890400.0,Unknown
24491,Cooper Tire & Rubber CO,2593283800.0,408013400.0,18359600.0,2593283800.0,202246200.0,881605600.0,,829866200.0,Unknown
24545,Molson Coors Brewing CO,14097740000.0,640140000.0,-261033333.3333333,14097740000.0,512020000.0,1756980000.0,4151860000.0,7832000000.0,Unknown
24741,Corning Inc /NY,28862200000.0,4832400000.0,-19600000.0,28862200000.0,2061000000.0,11302200000.0,11618600000.0,20818600000.0,Unknown
24751,Corning Natural GAS Corp,51614204.0,70083.0,-103162.0,51614204.0,1351561.0,38310657.0,1421918.0,20975561.0,Unknown
25212,Courier Corp,210974000.0,1092250.0,4087000.0,210974000.0,,91667750.0,116530000.0,147323500.0,Unknown
25232,Cousins Properties Inc,2165645250.0,44967500.0,-713750.0,2165645250.0,86252750.0,,,1250400333.3333333,Unknown
